Node name,Degree,Strength,Clustering coefficient,Average path length,Maximum path length,Betweenness,Eigenvector centrality,PageRank
GRR,19,34351.5,0.830409356725,3.55776672195,12,3.58732284099e-07,0.0137072789938,0.000132428498488
YYB,3,1713.0,1.0,3.83278054174,12,0.0,0.00440577360464,9.56920992108e-05
GRZ,9,9226.0,0.75,3.65754560531,11,0.0,8.83675109893e-06,4.50098370111e-05
GRX,3,6376.0,1.0,4.04809286899,12,3.08231639817e-07,0.00828439112356,0.000140922767516
GRY,1,57.0,0,5.32089552239,13,0.0,0.00190777580088,4.62763274915e-05
GRB,8,13924.5,0.857142857143,3.76312880044,12,0.000282420102676,5.50059358569e-07,0.000152528966279
GRO,1,550.0,0,4.06274184632,12,0.0,0.00126959724233,0.000128729487362
GRL,3,32.0,0,5.72996130459,11,0.000553173803157,0.00129138624949,0.000151410278933
GRJ,4,4327.0,1.0,4.00690989497,11,5.12268760352e-07,0.000175007678751,8.90796824659e-05
GRI,5,864.5,0.4,4.18352681039,12,3.82290119666e-08,0.000239736378064,0.000118474314788
TJA,5,1494.5,0.7,4.84881149807,13,2.54860079777e-08,0.000179623871804,5.29507863574e-05
HLZ,5,3352.5,0.9,4.2490326147,11,0.0,0.000148263838731,4.43528473389e-05
NOJ,2,200.0,0,4.80458817026,12,0.0,5.14877102958e-06,9.64188935114e-05
KKZ,2,150.0,1.0,4.61166390271,11,0.0,0.000909067702892,4.55093960176e-05
KKU,2,125.0,1.0,5.20757324489,13,0.000221925631708,0.00452732237593,0.000163278517811
TJH,1,504.0,0,3.91569928137,11,0.0,0.000312679649069,7.33010684331e-05
TJM,11,2884.0,0.381818181818,3.85820895522,11,0.0,8.98080709933e-05,5.12286913455e-05
NOB,2,63.0,1.0,4.56218905473,13,0.0,0.000220263566095,5.26642483863e-05
KKR,2,92.0,1.0,4.51575456053,12,0.0,0.00221476097182,9.69527864013e-05
TJQ,2,537.0,1.0,4.42758430072,11,8.86913077625e-07,9.34728324613e-07,0.000162310683953
HLN,6,4224.0,1.0,3.97042564953,12,0.000691241702775,2.25520868015e-05,0.000261113331344
TJS,3,432.0,0.666666666667,5.90049751244,12,1.52916047866e-07,9.38408979368e-08,0.000179482327965
KKN,6,3787.0,0.4,5.26810392482,13,7.64580239332e-08,1.87800493778e-07,0.000207304655091
KKI,2,195.0,0,6.19347705915,14,0.0,0.00218811795631,8.47497471777e-05
KKH,2,396.0,0,6.19320066335,14,0.0,2.00966646295e-05,9.3864955806e-05
NOZ,2,1720.0,1.0,3.87645107794,11,0.0,0.000205051047132,5.01693247055e-05
HLH,1,170.0,0,4.99806522941,12,0.0,0.00155996946779,8.89781070792e-05
KKE,1,390.0,0,4.25124378109,11,0.0,0.00117096372361,5.32745181668e-05
HLF,2,495.0,1.0,4.07131011609,12,1.41738612939e-06,1.07032720657e-05,0.000169026962585
HLD,2,835.0,1.0,3.9988944168,11,0.000552944429085,0.000118284695265,0.000210772207049
KKA,4,429.0,0.666666666667,5.19762299613,13,0.0,0.00117186708141,0.000105242168519
SPR,3,3668.0,0.333333333333,4.8416252073,13,0.000852262566615,0.00027045435701,0.000272142470574
KKC,1,5215.0,0,3.95715865119,11,0.00154134151152,0.00791131490913,0.00105928987587
NOS,7,1415.0,0.380952380952,4.42758430072,11,0.0,0.000388087860867,8.0625487012e-05
CTU,38,79010.0,0.403982930299,3.64344941957,10,0.00171175048701,0.00275322563565,0.000413392975506
CTD,2,380.0,1.0,4.37700386954,12,1.45460880085e-06,0.0247114373302,0.000537434125437
CTG,13,13776.5,0.384615384615,3.99806522941,12,0.0,0.000716516988887,0.000106067437982
CTA,16,55073.0,0.691666666667,3.57932559425,11,0.00132984521639,0.000190363236973,0.000156586134529
CTC,3,1970.0,1.0,4.10641238253,12,5.0470899413e-07,0.00255143052284,5.50792199743e-05
CTL,3,286.0,0.333333333333,4.33471531233,10,0.0,8.82943256481e-05,5.23126856228e-05
FJR,7,674.0,0.714285714286,4.1354339414,11,5.09720159555e-08,0.000163742962726,5.59663386431e-05
CTN,1,263.5,0,4.46434494196,10,0.0,3.40630999117e-05,4.67029987293e-05
SPW,2,610.0,0,4.78247650636,13,0.0,0.00383726145048,5.75205085248e-05
WHF,1,42.0,0,5.05555555556,12,0.0,0.000205051047132,5.27153115189e-05
SPI,2,2478.0,1.0,3.80348258706,12,0.0,7.18902421616e-05,0.000104923515528
WHK,1,504.0,0,4.25124378109,11,0.000552944429085,9.04088418839e-07,0.00023174203796
PLW,3,2046.0,0.333333333333,4.90077390824,11,0.000492855740674,0.0093147219744,0.00208832572914
SPK,35,239138.0,0.220168067227,3.46655610835,11,0.0,0.000176145233704,0.00063429253444
MDL,10,8600.0,0.244444444444,4.60668877833,11,0.0,2.1573016284e-05,7.39768005395e-05
EDA,2,16.0,1.0,4.96351575456,13,0.00352350901109,0.00248909584549,0.000142252402623
MUX,6,4226.0,0.466666666667,3.96296296296,11,0.0,3.76708086142e-08,9.4483358385e-05
ORX,1,27.0,0,6.89718076285,15,0.0,0.000673508704707,0.000938857203427
LOS,33,34583.0,0.318181818182,3.3410724157,11,0.0,5.27124003189e-06,6.26421689825e-05
LMP,4,1836.0,0.833333333333,3.76423438364,11,0.00184037006716,0.000470958911951,4.87039216541e-05
ORW,3,88.0,1.0,4.4098949696,11,0.0,4.76159483092e-07,0.000123699209895
ORT,2,16.0,1.0,5.89137645108,14,0.0,0.0268847708926,0.000837350997793
EDI,23,80855.0,0.458498023715,3.49226091763,11,0.0,0.000661540992837,4.91395144408e-05
LMT,1,962.0,0,4.24239911553,12,0.000577738521176,0.00046957877703,4.95219348518e-05
VLV,1,475.0,0,4.27003869541,12,8.41038263265e-07,0.00854201549964,5.82338200069e-05
EDL,1,490.0,0,4.39414040907,12,0.00466637901585,1.79923623004e-10,7.53441527449e-05
EDR,2,90.0,1.0,4.46406854616,10,0.0,0.0795769961813,0.0002350695345
LMI,2,228.0,0,7.73051409619,13,7.54733203703e-06,1.85505019172e-07,0.00283529256946
ORL,86,388643.5,0.323939808482,3.16445550028,11,0.0,0.0179448089605,0.000119460094689
LML,2,47.5,1.0,6.09508015478,13,8.80753120388e-06,0.0066107546811,0.000191387838191
ORK,9,16068.0,0.805555555556,3.52045328911,11,1.53260062296e-05,0.0273777951863,7.4734913802e-05
LMN,3,931.0,1.0,4.55527915976,11,3.80360659679e-07,3.08695763228e-05,0.000395686717316
ORF,18,53795.5,0.915032679739,3.57739082366,12,0.0,0.00361373195225,5.3917856028e-05
LMA,2,45.0,0,4.89110005528,13,0.0,4.82703181726e-06,7.45751397243e-05
ORB,3,2912.0,1.0,3.89690436705,11,0.00355926131922,0.00760298030215,6.84265788952e-05
XPK,1,162.0,0,5.60199004975,14,0.000552256306869,9.77151067436e-09,0.00125211393924
DPS,26,69389.0,0.363076923077,3.47208402432,10,1.89758360294e-05,0.00230676337647,0.00020075092422
UKU,2,171.0,0,6.73383084577,12,0.0,0.00114306423391,6.73051336581e-05
UKK,3,236.0,0.666666666667,3.87534549475,11,0.0,0.000149709135078,4.31058856099e-05
WSX,1,144.0,0,3.97982310669,12,0.0,0.00487432475304,7.31799957622e-05
DPO,1,1708.0,0,4.2960199005,11,0.0,0.000430878926787,0.000312474931162
JIB,14,4011.5,0.296703296703,3.80071862908,11,0.0,0.00224522694538,5.37781952504e-05
DPL,1,846.0,0,4.11940298507,10,0.0,1.10784799009e-06,6.70837090582e-05
ONJ,2,3206.0,1.0,3.77584300719,11,0.0,1.68948777148e-06,6.29774135231e-05
IIS,2,51.0,1.0,5.73217247098,11,0.000118054593258,0.000134055124551,0.000158015487467
ONG,3,198.0,0.333333333333,5.45936981758,11,0.0,0.000381192944578,6.33406120384e-05
OND,2,171.0,1.0,4.60807075732,12,0.0,4.40731899006e-05,7.22249224401e-05
ONX,1,1349.0,0,4.37728026534,12,1.41629387191e-07,0.000673508704707,0.000141004789631
BYW,3,496.0,0.666666666667,4.97512437811,13,0.0,0.000173525478122,8.18480605077e-05
ONP,2,279.0,1.0,4.24212271973,12,0.0,0.0266887320867,0.000426060266638
MJN,14,1128.0,0.153846153846,4.5679933665,12,1.07423977338e-06,0.00198843950819,0.000728514302186
ONT,20,98515.0,0.931578947368,3.42896627971,11,3.21085756091e-08,0.000220099851824,4.50395801228e-05
RZE,3,283.0,0.666666666667,4.226644555,12,0.0,1.23512627102e-05,8.73286013165e-05
IXA,2,2019.0,1.0,4.38308457711,11,0.000183109685603,0.00153900369372,7.61957999591e-05
RZA,2,30.0,0,5.10033167496,13,0.000193399748907,0.000881242313599,4.4831388483e-05
JIK,1,236.0,0,4.04256495301,11,0.0,0.00113700310359,4.51222383653e-05
RZR,1,150.0,0,4.20011055832,12,8.1949636236e-05,0.000552304108027,4.37449514546e-05
AIT,1,288.0,0,4.62631288004,12,0.0,0.000225766316121,7.29187879844e-05
CFN,1,252.0,0,4.19264787175,12,0.0,0.00207153166438,8.17635221674e-05
IXZ,2,1925.0,1.0,4.31343283582,11,1.73325265121e-06,0.00172805327106,4.45955593447e-05
PNZ,4,2544.0,0.666666666667,4.65284687673,13,0.0,0.00262850927312,0.000140153761521
PNQ,4,6424.0,1.0,4.08070757324,11,0.0,0.0106076932253,4.64765299066e-05
CFG,2,336.0,1.0,3.77418463239,12,0.0,0.00120770137858,0.000177837974236
PNS,11,20361.5,0.727272727273,3.85378662244,12,1.45682045158e-06,0.000132935401735,0.000409485162839
CFE,25,13403.5,0.366666666667,3.5458817026,11,0.0022315334788,0.00566262756597,0.000329191121896
SIN,92,412316.0,0.176063067367,2.92620232172,9,0.000526307103935,0.00027720847561,0.000517639520018
PNI,4,1645.0,0.166666666667,4.50663349917,11,0.00277065577823,0.000270391197264,0.000229349465226
PNH,16,22618.0,0.275,3.6135986733,10,0.00164291667501,0.00349092227769,8.14504234591e-05
PNK,7,4453.0,0.190476190476,4.409342178,11,1.52916047866e-07,1.66138094167e-06,8.42548442152e-05
PNL,3,1132.0,0.333333333333,4.75649530127,12,0.0,0.00182815751482,9.00061882914e-05
PNA,2,4954.5,1.0,4.05168601437,12,0.000145857322688,0.00357311932941,8.44780967498e-05
GIC,3,105.0,0.666666666667,5.45743504699,11,0.0,0.00136881195496,0.000110652469305
PNC,2,496.0,1.0,3.95909342178,12,2.53491859104e-07,0.000524317542137,5.15290432556e-05
CFU,3,4919.0,0.333333333333,4.01299060254,11,8.74944138464e-08,0.0238979756827,0.000178998232469
CFR,2,922.0,0,4.34825870647,12,7.38101270004e-06,0.000307124265249,0.000272244727779
CFS,7,4159.0,0.666666666667,4.18352681039,10,0.0,0.00158559124116,4.69498827446e-05
GSP,15,35099.5,0.904761904762,3.57932559425,12,0.0,0.000868397925287,9.26912207847e-05
XQP,1,252.0,0,4.56246545053,13,0.000275072338888,0.00047967193899,0.000114403153679
WJA,2,38.0,0,5.10116086235,12,0.000552944429085,0.0848458906926,8.1682515467e-05
XQU,2,360.0,0,4.03344389165,12,0.0,0.000671524043081,0.000107516861341
SAK,2,285.0,0,4.32310668878,12,0.000552944429085,0.000731700846341,0.00100132545493
PRG,61,77534.0,0.491256830601,3.23079049198,11,0.0017758005352,0.0442862234821,9.96773702302e-05
JOS,3,244.0,0.333333333333,4.33969043671,12,0.000552944429085,0.00127317387303,0.000153183192666
PRA,7,1316.0,0.380952380952,4.10447761194,12,0.00138182586654,0.0153438739474,0.00160062998707
SAN,36,221063.5,0.746031746032,3.38971807629,11,3.20527551857e-05,0.0252881782509,0.00012389089812
PRC,2,684.0,0,4.18573797678,12,0.000552944429085,0.000330203252445,0.000463167587945
SAL,15,28823.5,0.495238095238,3.4776119403,11,0.000322762887733,0.00660909284272,0.000852604162083
SAC,21,110575.0,0.82380952381,3.4991708126,11,4.19803232592e-05,0.000328694800541,6.05072097087e-05
SAB,2,820.0,1.0,4.42426755113,12,0.0,0.00119470701,7.08942478485e-05
PRN,5,2520.0,0.9,3.79021558872,11,1.09225748476e-08,0.000388087860867,0.00015220456531
PRI,1,4180.0,0,4.38142620232,11,0.0,2.59851915649e-05,9.80870854609e-05
PRH,3,924.0,0.333333333333,3.95605306799,11,9.42158359835e-05,0.00113121777896,7.32387623534e-05
SAX,2,57.0,1.0,4.37700386954,12,0.0,4.18502466575e-06,4.52469328458e-05
PRQ,2,57.0,1.0,5.10364842454,13,0.0,0.000433956032441,9.0708330191e-05
JOE,2,3340.0,1.0,4.12935323383,12,0.0,0.00104966609842,5.63087448676e-05
PRS,1,18.0,0,5.28385848535,10,0.0,0.000499224699677,0.00018825625119
JOG,4,8417.0,0.833333333333,4.35516860144,11,8.81087704373e-07,0.000775085347171,0.000187202416174
JOI,5,9050.0,0.8,4.09590934218,12,3.95033123655e-07,0.0186446787825,7.56146757937e-05
SAQ,2,210.0,1.0,4.34687672747,12,0.0,0.000547717735487,7.02383748651e-05
IXU,1,1869.0,0,4.12161415146,11,0.0,0.0322987127865,0.000225141991495
PNR,10,4986.0,0.355555555556,4.39662797125,12,0.0,0.00124294904532,0.0001128565837
SAV,10,27963.0,1.0,3.58070757324,12,0.0,0.00418781027032,0.000780370192605
JON,2,230.0,1.0,4.10972913212,11,0.000101334030831,0.00458014228774,0.000143484984285
SAT,27,108769.5,0.698005698006,3.43477059149,11,0.0,0.0337322249282,0.00161537459994
JNS,2,207.0,1.0,4.91542288557,12,0.00336744567414,0.00128097085317,0.000107159241133
CHC,20,64158.5,0.252631578947,3.56522940851,10,0.0,3.39281927263e-05,0.000569480196247
MRY,3,8985.0,1.0,3.71862907684,11,9.74692030943e-05,0.138102027653,4.55546818763e-05
JAX,26,80974.5,0.809230769231,3.55583195135,12,3.19251120761e-06,1.01777052688e-05,0.000426167986663
CHG,3,240.0,0.333333333333,3.99751243781,11,0.00248605303699,0.00043017910894,0.0101796547289
JAV,7,911.0,0.238095238095,4.88446655611,12,0.0444434970988,0.000430878926787,9.57270612793e-05
CHI,184,1329505.0,0.134176764077,2.80790491985,11,6.7537921141e-07,1.15086561397e-06,5.43464009485e-05
JAT,3,47.0,0.666666666667,5.09867330017,12,0.0,0.0183502959406,4.23767291583e-05
JAU,2,240.0,1.0,4.27888336097,12,0.0,0.00231481434813,0.000197247292443
MRQ,1,63.0,0,4.11940298507,10,0.000371344971497,0.000925949462739,0.000248143937216
JAQ,4,311.5,0.5,5.72415699281,11,1.21898910282e-05,0.000196510104205,0.000149790732942
JAN,17,30899.0,0.720588235294,3.68905472637,12,0.0,9.36996372699e-05,4.49602418641e-05
CHQ,2,7600.0,1.0,4.04090657822,11,0.0,5.05748946115e-06,0.000116788643943
JAL,1,336.0,0,4.14289662797,12,0.000552944429085,0.00185557138111,4.59276189882e-05
PQC,2,640.0,0,4.45936981758,11,0.0,0.000395236818947,0.000134992548099
CHT,2,200.0,1.0,4.56053067993,11,0.000552562138965,7.99356485981e-08,0.000194986400986
CHU,2,51.0,0,5.20702045329,13,0.000399768862261,0.00203541576686,0.00012726253893
JAI,6,6608.0,0.533333333333,4.07075732449,11,0.0,0.00607633291774,0.000119079131318
CHX,3,807.5,1.0,4.37672747374,12,0.0,0.000351020282533,6.07604076301e-05
CHY,2,57.0,1.0,6.28054173577,11,0.0,0.000314624389844,0.000105738396878
JAC,2,2324.0,1.0,4.14151464898,12,0.0,9.81788774797e-06,6.47571264817e-05
ZIH,5,6611.0,1.0,3.6597567717,11,0.0,0.00216230936617,0.000313385644007
DBM,3,108.0,1.0,4.4317302377,12,0.00389789434951,0.0313285750122,5.24650541166e-05
DBO,9,2751.0,0.138888888889,4.22885572139,11,0.0,0.00165319907354,0.000288473581901
MAV,1,18.0,0,5.10171365395,12,0.00110742927855,6.7916783354e-05,0.000351048367737
APW,6,3550.5,0.4,3.64704256495,11,7.33804334158e-05,0.000124489246925,0.000127513672764
SNN,17,35610.0,0.580882352941,3.3192371476,11,0.000552944429085,0.0011930541472,7.33753549989e-05
APN,2,1428.0,0,4.00442233278,12,0.0,0.00399274892996,0.000159345226384
APO,2,1326.0,1.0,4.99336650083,13,1.11658367535e-05,0.00429361221906,7.13022549616e-05
APL,5,1205.0,0.5,4.77584300719,12,0.0,0.000357255781859,7.88143938811e-05
SNO,2,1043.0,1.0,3.95688225539,11,0.000250916415071,0.00310412767283,5.66245473564e-05
DBQ,4,3083.0,0.5,3.78662244334,12,0.0,2.38630756821e-05,7.87371195766e-05
APF,4,1766.5,1.0,3.97927031509,12,1.01944031911e-07,0.00341907136025,8.47068965371e-05
